commit,subject,scope heuristic,patch check against 54c676ebf,file count,paths
87f8ff82ae5d3fdd99831c62a869b39138e65a57,feat(desktop): refine repository-aware project workspaces (#6003),client,conflict or missing prerequisite,188,desktop/src-tauri/src/app_state.rs | desktop/src-tauri/src/commands/agents.rs | desktop/src-tauri/src/commands/agents/provider_access.rs | desktop/src-tauri/src/commands/agents/provider_deploy.rs | desktop/src-tauri/src/commands/agents_pending.rs | desktop/src-tauri/src/commands/agents_profile.rs | desktop/src-tauri/src/commands/agents_tests.rs | desktop/src-tauri/src/commands/dms.rs | desktop/src-tauri/src/commands/messages.rs | desktop/src-tauri/src/commands/messages/thread_ref.rs | desktop/src-tauri/src/commands/personas/inbound.rs | desktop/src-tauri/src/commands/workspace.rs | desktop/src-tauri/src/deep_link.rs | desktop/src-tauri/src/deep_link_tests.rs | desktop/src-tauri/src/managed_agents/restore.rs | desktop/src-tauri/src/managed_agents/runtime.rs | desktop/src-tauri/src/managed_agents/runtime/spawn_key.rs | desktop/src-tauri/src/managed_agents/runtime/tests.rs | desktop/src-tauri/src/relay.rs | desktop/src-tauri/src/relay/scope.rs | desktop/src-tauri/src/relay/submit.rs | desktop/src/app/App.tsx | desktop/src/app/AppShell.tsx | desktop/src/app/AppTopChrome.tsx | desktop/src/app/AppTopChromePortal.tsx | desktop/src/app/TerminalContextOverrideContext.tsx | desktop/src/features/agents/hooks.ts | desktop/src/features/channels/hooks.ts | desktop/src/features/channels/lib/threadPanelLayout.ts | desktop/src/features/channels/ui/RightAuxiliaryPane.tsx | desktop/src/features/communities/useCommunityInit.ts | desktop/src/features/home/lib/inbox.ts | desktop/src/features/home/lib/projectInbox.test.mjs | desktop/src/features/home/ui/ProjectInboxDetailPane.tsx | desktop/src/features/messages/ui/MessageThreadPanel.tsx | desktop/src/features/messages/ui/MessageThreadPanelSkeleton.tsx | desktop/src/features/projects/hooks.ts | desktop/src/features/projects/issueAssignments.ts | desktop/src/features/projects/issueMutations.ts | desktop/src/features/projects/lib/discussionChannels.test.mjs | desktop/src/features/projects/lib/discussionChannels.ts | desktop/src/features/projects/lib/projectAgentConversation.test.mjs | desktop/src/features/projects/lib/projectAgentConversation.ts | desktop/src/features/projects/lib/projectAgentConversationStorage.ts | desktop/src/features/projects/lib/projectBranches.ts | desktop/src/features/projects/lib/projectContributorMatching.test.mjs | desktop/src/features/projects/lib/projectContributorMatching.ts | desktop/src/features/projects/lib/projectDetailAgentContext.test.mjs | desktop/src/features/projects/lib/projectDetailAgentContext.ts | desktop/src/features/projects/lib/projectExternalUrl.test.mjs | desktop/src/features/projects/lib/projectExternalUrl.ts | desktop/src/features/projects/lib/projectGitError.test.mjs | desktop/src/features/projects/lib/projectGitError.ts | desktop/src/features/projects/lib/projectRepoAvailability.test.mjs | desktop/src/features/projects/lib/projectRepoAvailability.ts | desktop/src/features/projects/lib/projectShareLinks.ts | desktop/src/features/projects/lib/projectSidebarMembership.test.mjs | desktop/src/features/projects/lib/projectSidebarMembership.ts | desktop/src/features/projects/lib/projectsViewHelpers.test.mjs | desktop/src/features/projects/lib/projectsViewHelpers.ts | desktop/src/features/projects/projectIssues.d.mts | desktop/src/features/projects/projectIssues.mjs | desktop/src/features/projects/projectIssues.test.mjs | desktop/src/features/projects/projectPullRequests.mjs | desktop/src/features/projects/projectTaskCategories.ts | desktop/src/features/projects/projectWorkItems.ts | desktop/src/features/projects/pullRequestMutations.ts | desktop/src/features/projects/pullRequestReviews.ts | desktop/src/features/projects/repoSyncHooks.ts | desktop/src/features/projects/ui/AgentContextPayloadPreview.test.mjs | desktop/src/features/projects/ui/AgentContextPayloadPreview.tsx | desktop/src/features/projects/ui/CreateIssueDialog.tsx | desktop/src/features/projects/ui/CreateProjectDialog.tsx | desktop/src/features/projects/ui/CreateProjectFormContent.tsx | desktop/src/features/projects/ui/CreateProjectIssueDialog.tsx | desktop/src/features/projects/ui/CreateProjectWorkItemDialog.tsx | desktop/src/features/projects/ui/CreatePullRequestDialog.tsx | desktop/src/features/projects/ui/DiscussionChannels.tsx | desktop/src/features/projects/ui/IssueAssigneesRow.tsx | desktop/src/features/projects/ui/MergePullRequestButton.tsx | desktop/src/features/projects/ui/ProjectAgentChatPanel.tsx | desktop/src/features/projects/ui/ProjectAgentContextStrip.tsx | desktop/src/features/projects/ui/ProjectBrowserDialog.tsx | desktop/src/features/projects/ui/ProjectCards.tsx | desktop/src/features/projects/ui/ProjectCommitDetailPanel.tsx | desktop/src/features/projects/ui/ProjectConversationPanel.tsx | desktop/src/features/projects/ui/ProjectConversationPanelContext.tsx | desktop/src/features/projects/ui/ProjectDetailChrome.tsx | desktop/src/features/projects/ui/ProjectDetailChromeActions.tsx | desktop/src/features/projects/ui/ProjectDetailFeedPanels.tsx | desktop/src/features/projects/ui/ProjectDetailMeta.tsx | desktop/src/features/projects/ui/ProjectDetailRightPanel.tsx | desktop/src/features/projects/ui/ProjectDetailScreen.tsx | desktop/src/features/projects/ui/ProjectDetailSection.tsx | desktop/src/features/projects/ui/ProjectFeedRow.tsx | desktop/src/features/projects/ui/ProjectIssuesPanel.tsx | desktop/src/features/projects/ui/ProjectOverviewPanel.tsx | desktop/src/features/projects/ui/ProjectProfileIdentity.tsx | desktop/src/features/projects/ui/ProjectPullRequestFilesChangedPanel.tsx | desktop/src/features/projects/ui/ProjectPullRequestsPanel.tsx | desktop/src/features/projects/ui/ProjectReadmePanel.tsx | desktop/src/features/projects/ui/ProjectRepositoryActionsPanel.tsx | desktop/src/features/projects/ui/ProjectRepositoryManagement.tsx | desktop/src/features/projects/ui/ProjectRepositoryPanel.tsx | desktop/src/features/projects/ui/ProjectRepositoryPicker.tsx | desktop/src/features/projects/ui/ProjectRepositorySource.tsx | desktop/src/features/projects/ui/ProjectRepositoryUnavailableState.tsx | desktop/src/features/projects/ui/ProjectRichContent.tsx | desktop/src/features/projects/ui/ProjectRightPanelControls.tsx | desktop/src/features/projects/ui/ProjectSectionHeader.tsx | desktop/src/features/projects/ui/ProjectStatusProgressIcon.tsx | desktop/src/features/projects/ui/ProjectWorkItemGroup.tsx | desktop/src/features/projects/ui/ProjectWorkItemRow.tsx | desktop/src/features/projects/ui/ProjectWorkspaceTabList.tsx | desktop/src/features/projects/ui/ProjectWorkspaceTabs.tsx | desktop/src/features/projects/ui/ProjectsActivityFeed.tsx | desktop/src/features/projects/ui/ProjectsAgentPromptPage.tsx | desktop/src/features/projects/ui/ProjectsCreateMenu.tsx | desktop/src/features/projects/ui/ProjectsIssuesList.tsx | desktop/src/features/projects/ui/ProjectsListHeaderBar.tsx | desktop/src/features/projects/ui/ProjectsOverviewPanel.tsx | desktop/src/features/projects/ui/ProjectsPullRequestsList.tsx | desktop/src/features/projects/ui/ProjectsToolbar.tsx | desktop/src/features/projects/ui/ProjectsWorkItemTable.tsx | desktop/src/features/projects/ui/ProjectsWorkItemsLoadNotice.tsx | desktop/src/features/projects/ui/PullRequestMetaRail.tsx | desktop/src/features/projects/ui/PullRequestReviewCard.tsx | desktop/src/features/projects/ui/PullRequestReviewersRow.tsx | desktop/src/features/projects/ui/projectDetailHelpers.ts | desktop/src/features/projects/ui/projectGitErrorToast.ts | desktop/src/features/projects/ui/projectPanelStyles.ts | desktop/src/features/projects/ui/projectRightPanelContext.test.mjs | desktop/src/features/projects/ui/projectRightPanelContext.ts | desktop/src/features/projects/ui/useProjectDetailCrumbs.ts | desktop/src/features/projects/ui/useProjectDetailPeople.ts | desktop/src/features/projects/ui/useProjectPanelWidths.ts | desktop/src/features/projects/ui/useProjectProfilePanel.ts | desktop/src/features/projects/ui/useProjectRepositoryOpenActions.ts | desktop/src/features/projects/ui/useProjectRepositoryPanel.ts | desktop/src/features/projects/useCreateProject.ts | desktop/src/features/projects/useProjectRepoHost.ts | desktop/src/features/projects/useProjectRepositoryRefSelection.test.mjs | desktop/src/features/projects/useProjectRepositoryRefSelection.ts | desktop/src/features/sidebar/ui/AppSidebar.tsx | desktop/src/features/sidebar/ui/AppSidebarPinnedHeader.tsx | desktop/src/features/sidebar/ui/SidebarProjectsSection.test.mjs | desktop/src/features/sidebar/ui/SidebarProjectsSection.tsx | desktop/src/features/sidebar/ui/listSidebarProjects.ts | desktop/src/shared/api/tauri.ts | desktop/src/shared/api/tauriChannels.ts | desktop/src/shared/api/tauriManagedAgents.ts | desktop/src/shared/api/tauriMessages.ts | desktop/src/shared/api/types.ts | desktop/src/shared/hooks/useThreadPanelWidth.ts | desktop/src/shared/lib/entityLink.test.mjs | desktop/src/shared/lib/entityLink.ts | desktop/src/shared/lib/linkPreview.test.mjs | desktop/src/shared/lib/linkPreview.ts | desktop/src/shared/lib/useResolvedLinkPreviews.test.mjs | desktop/src/shared/styles/globals/components.css | desktop/src/shared/ui/BuzzLoadingState.tsx | desktop/src/shared/ui/DrawerPanelIcon.tsx | desktop/src/shared/ui/ViewLoadingFallback.tsx | desktop/src/shared/ui/assets/terminal.svg | desktop/src/shared/ui/buzz-logo/buzz-logo-animation.css | desktop/src/shared/ui/markdown.tsx | desktop/src/shared/ui/markdown/CodeBlock.tsx | desktop/src/shared/ui/markdown/entityLinks.tsx | desktop/src/shared/ui/markdown/nodeCache.test.mjs | desktop/src/shared/ui/markdown/nodeCache.ts | desktop/src/shared/ui/markdown/types.ts | desktop/src/shared/ui/markdownUtils.ts | desktop/src/shared/ui/sidebar.tsx | desktop/src/testing/e2eBridge.ts | desktop/tests/e2e/channels.spec.ts | desktop/tests/e2e/entity-link-recipient-cards.spec.ts | desktop/tests/e2e/messaging.spec.ts | desktop/tests/e2e/onboarding.spec.ts | desktop/tests/e2e/project-commit-detail.spec.ts | desktop/tests/e2e/project-inbox.spec.ts | desktop/tests/e2e/project-issue-comments.spec.ts | desktop/tests/e2e/project-pr-review.spec.ts | desktop/tests/e2e/projects-v3-screenshots.spec.ts | desktop/tests/e2e/relay-reconnect.spec.ts | desktop/tests/e2e/terminal-wheel.spec.ts | desktop/tests/e2e/virtualization.spec.ts | desktop/tests/helpers/bridge.ts | test-fixtures/entity-links.json
e5a6e2022fb59c3928b054bc8d51874465fbe3df,fix(desktop): morph the drawer panel icon instead of sliding it (#6306),client,conflict or missing prerequisite,1,desktop/src/shared/ui/DrawerPanelIcon.tsx
08eb46ef3c0894baa7e48d9229f45349751a4a57,"Revert ""fix(acp): gate relay-signed workflow messages on their attributed author"" (#6311)",runtime/auth/data,conflict or missing prerequisite,3,crates/buzz-acp/src/lib.rs | crates/buzz-acp/src/relay.rs | crates/buzz-relay/src/workflow_sink.rs
a567dfc2df870878dcf079550502a09a89cc8091,Unify mobile channel details (#6113),client,conflict or missing prerequisite,61,mobile/lib/features/activity/activity_page.dart | mobile/lib/features/channels/add_members_sheet.dart | mobile/lib/features/channels/agent_activity/agent_activity_sheet.dart | mobile/lib/features/channels/channel.dart | mobile/lib/features/channels/channel_actions_sheet.dart | mobile/lib/features/channels/channel_detail_page.dart | mobile/lib/features/channels/channel_detail_page/app_bar.dart | mobile/lib/features/channels/channel_detail_page/system_rows.dart | mobile/lib/features/channels/channel_details_page.dart | mobile/lib/features/channels/channel_management_actions.dart | mobile/lib/features/channels/channel_management_provider.dart | mobile/lib/features/channels/channel_metadata_updates.dart | mobile/lib/features/channels/channel_typing_indicator.dart | mobile/lib/features/channels/channels_page.dart | mobile/lib/features/channels/compose_bar.dart | mobile/lib/features/channels/manage_channel_sheet.dart | mobile/lib/features/channels/members_sheet.dart | mobile/lib/features/channels/mentions/mention_candidates.dart | mobile/lib/features/channels/mentions/mention_candidates_provider.dart | mobile/lib/features/channels/reaction_row.dart | mobile/lib/features/channels/send_message_provider.dart | mobile/lib/features/channels/small_avatar.dart | mobile/lib/features/channels/thread_detail_page.dart | mobile/lib/features/forum/forum_post_card.dart | mobile/lib/features/forum/forum_thread_page.dart | mobile/lib/features/home/home_page.dart | mobile/lib/features/profile/profile_avatar.dart | mobile/lib/features/profile/profile_provider.dart | mobile/lib/features/profile/settings_profile_header.dart | mobile/lib/features/profile/user_cache_provider.dart | mobile/lib/features/profile/user_profile.dart | mobile/lib/features/profile/user_profile_sheet.dart | mobile/lib/features/pulse/agent_activity_card.dart | mobile/lib/features/pulse/compose_note_page.dart | mobile/lib/features/pulse/note_card.dart | mobile/lib/features/pulse/pulse_provider.dart | mobile/lib/features/search/search_page.dart | mobile/lib/features/settings/settings_page/appearance_section.dart | mobile/lib/features/settings/settings_page/community_section.dart | mobile/lib/features/settings/settings_page/connection_section.dart | mobile/lib/shared/profile/user_cache_provider.dart | mobile/lib/shared/profile/user_profile.dart | mobile/lib/shared/widgets/app_list.dart | mobile/lib/shared/widgets/app_list_card.dart | mobile/lib/shared/widgets/buzz_action_tile.dart | mobile/test/features/activity/activity_page_test.dart | mobile/test/features/channels/channel_actions_sheet_test.dart | mobile/test/features/channels/channel_detail_page_test.dart | mobile/test/features/channels/channel_management_provider_test.dart | mobile/test/features/channels/channels_page_test.dart | mobile/test/features/channels/mentions/mention_candidates_test.dart | mobile/test/features/channels/reaction_row_test.dart | mobile/test/features/forum/forum_widgets_test.dart | mobile/test/features/home/home_page_test.dart | mobile/test/features/profile/profile_avatar_test.dart | mobile/test/features/profile/profile_provider_test.dart | mobile/test/features/profile/settings_profile_header_test.dart | mobile/test/features/pulse/compose_note_page_test.dart | mobile/test/features/pulse/note_card_test.dart | mobile/test/features/search/search_page_test.dart | mobile/test/features/settings/settings_page_test.dart
fe7c6808e7430d185498178e07e58e378d2e4c7d,fix(desktop): hide archived channels from #/Tab autocomplete (#6156),client,conflict or missing prerequisite,2,desktop/src/features/messages/lib/useChannelLinks.test.mjs | desktop/src/features/messages/lib/useChannelLinks.ts
196d62f97c21d053ddf8715d75ef57e92bd0051f,fix(media): accept portrait video resolutions (#6058),runtime/auth/data,applies,2,crates/buzz-media/src/error.rs | crates/buzz-media/src/validation.rs
bbd20fae75ecc3bd7a83cc12a65379fac22a2b79,perf(desktop): move five hot renderer paths from JS into Rust (#6024),build/release,conflict or missing prerequisite,42,desktop/src-tauri/Cargo.lock | desktop/src-tauri/Cargo.toml | desktop/src-tauri/src/archive/mod.rs | desktop/src-tauri/src/archive/sync.rs | desktop/src-tauri/src/archive/sync_tests.rs | desktop/src-tauri/src/lib.rs | desktop/src-tauri/src/native_relay_client.rs | desktop/src-tauri/src/native_relay_client_tests.rs | desktop/src-tauri/src/native_websocket.rs | desktop/src-tauri/src/native_websocket_batch.rs | desktop/src-tauri/src/observed_unread.rs | desktop/src-tauri/src/persona_catalog.rs | desktop/src-tauri/src/persona_catalog_tests.rs | desktop/src-tauri/src/ptt_shortcut.rs | desktop/src-tauri/src/shutdown.rs | desktop/src-tauri/src/unread_catch_up.rs | desktop/src/app/AppShell.tsx | desktop/src/app/useAppShellLifecycleEffects.ts | desktop/src/features/agents/lib/personaCatalogRelay.invoke.test.mjs | desktop/src/features/agents/lib/personaCatalogRelay.test.mjs | desktop/src/features/agents/lib/personaCatalogRelay.ts | desktop/src/features/channels/observedUnreadNative.test.mjs | desktop/src/features/channels/observedUnreadNativeRig.mjs | desktop/src/features/channels/observedUnreadTestHarness.mjs | desktop/src/features/channels/unreadMembership.ts | desktop/src/features/channels/useObservedUnreadPersistence.ts | desktop/src/features/channels/useUnreadChannels.ts | desktop/src/features/local-archive/archiveSyncManager.test.mjs | desktop/src/features/local-archive/archiveSyncManager.ts | desktop/src/features/local-archive/useArchiveAgentMetricsBridge.ts | desktop/src/features/local-archive/useArchiveSync.test.mjs | desktop/src/features/local-archive/useArchiveSync.ts | desktop/src/features/local-archive/useObserverArchiveSeed.test.mjs | desktop/src/shared/api/readOnlyRelayClient.ts | desktop/src/shared/api/relayClientSession.ts | desktop/src/shared/api/relayClientShared.test.mjs | desktop/src/shared/api/relayClientShared.ts | desktop/src/shared/api/tauriArchive.ts | desktop/src/shared/api/tauriObservedUnread.ts | desktop/src/shared/api/tauriUnreadCatchUp.ts | desktop/src/testing/e2eBridge.ts | desktop/tests/e2e/observer-archive-policy.spec.ts
7f69b13b4586acedf6d898edf1be2a6babea3626,fix(buzz-dev-mcp): expand leading ~ in read_file/str_replace paths (#6271),runtime/auth/data,applies,1,crates/buzz-dev-mcp/src/paths.rs
934f3325c3fdaa3a6f23134b74518139aac8ca3f,fix(buzz-acp): loosen workspace-scan guardrail to allow named paths (#6261),runtime/auth/data,applies,2,crates/buzz-acp/src/base_prompt.md | crates/buzz-acp/src/pool.rs
81567b76a5d164b052c4e8526f453cf7a6ef43dc,chore: serialize mobile pre-push checks (#6322),docs/tooling,conflict or missing prerequisite,1,lefthook.yml
f96f1883c5ad94825d43a856e5d25e307a0540cb,fix(desktop): restore emoji recents (#6263),client,conflict or missing prerequisite,5,desktop/src/features/custom-emoji/ui/EmojiPicker.tsx | desktop/src/features/custom-emoji/ui/emojiMartPrewarm.test.mjs | desktop/src/features/custom-emoji/ui/emojiMartPrewarm.ts | desktop/test-loader-hooks.mjs | desktop/tests/e2e/custom-emoji.spec.ts
9a1e861ab8507ee28e5f03010b7f36d1b74ec919,Add appearance preference previews (#6193),client,conflict or missing prerequisite,8,desktop/playwright.config.ts | desktop/src/features/settings/ui/AppearanceSettingsControls.tsx | desktop/src/shared/ui/link-preview-attachment.tsx | desktop/src/shared/ui/rich-link-preview-attachment.tsx | desktop/tests/e2e/appearance-previews.spec.ts | desktop/tests/e2e/buzz-theme-screenshots.spec.ts | desktop/tests/e2e/messaging.spec.ts | desktop/tests/e2e/profile.spec.ts
9c2f05346fdf3f058e4c579f6eea03dbe65fcca4,fix(desktop): show complete repository trees (#5102),client,conflict or missing prerequisite,18,desktop/src-tauri/src/commands/mod.rs | desktop/src-tauri/src/commands/project_git.rs | desktop/src-tauri/src/commands/project_git_file_content.rs | desktop/src-tauri/src/commands/project_git_tests.rs | desktop/src-tauri/src/lib.rs | desktop/src/features/projects/lib/projectsViewHelpers.test.mjs | desktop/src/features/projects/lib/projectsViewHelpers.ts | desktop/src/features/projects/ui/ProjectDetailScreen.tsx | desktop/src/features/projects/ui/ProjectOverviewPanel.tsx | desktop/src/features/projects/ui/ProjectReadmePanel.tsx | desktop/src/features/projects/ui/ProjectRepositoryPanel.tsx | desktop/src/features/projects/ui/ProjectWorkspaceTabs.tsx | desktop/src/features/projects/ui/projectDetailHelpers.ts | desktop/src/features/projects/ui/useRepositoryFileContent.ts | desktop/src/features/projects/ui/useRepositoryFileContentSource.ts | desktop/src/shared/api/projectGit.ts | desktop/src/testing/e2eBridge.ts | desktop/tests/e2e/project-pr-review.spec.ts
09718fbb60c1acd5a4c1aff1bd91248008977129,refactor(desktop): coordinate TTS playback (#6341),client,applies,8,desktop/src-tauri/src/huddle/tts.rs | desktop/src-tauri/src/huddle/tts_audio.rs | desktop/src-tauri/src/huddle/tts_playback.rs | desktop/src-tauri/src/huddle/tts_speaker_cancellation.rs | desktop/src-tauri/src/huddle/tts_streaming.rs | desktop/src-tauri/src/huddle/tts_tests.rs | desktop/src-tauri/src/huddle/tts_tests/token_split.rs | desktop/src-tauri/src/huddle/tts_voice_transition.rs
f88cda9eb886500ec7d205e1d265ac6f654aa433,feat(desktop): make the Projects overview follow the selected section (#6335),client,conflict or missing prerequisite,47,desktop/src/features/projects/lib/projectRelatedChannels.test.mjs | desktop/src/features/projects/lib/projectRelatedChannels.ts | desktop/src/features/projects/lib/projectSidebarMembership.test.mjs | desktop/src/features/projects/lib/projectSidebarMembership.ts | desktop/src/features/projects/lib/projectSidebarMembershipSync.test.mjs | desktop/src/features/projects/lib/projectSidebarMembershipSync.ts | desktop/src/features/projects/lib/projectsViewHelpers.test.mjs | desktop/src/features/projects/lib/projectsViewHelpers.ts | desktop/src/features/projects/lib/useProjectSidebarMembership.ts | desktop/src/features/projects/ui/DiscussionChannels.tsx | desktop/src/features/projects/ui/ProjectAuthorIdentity.tsx | desktop/src/features/projects/ui/ProjectCards.tsx | desktop/src/features/projects/ui/ProjectDetailChrome.tsx | desktop/src/features/projects/ui/ProjectEntityListRow.tsx | desktop/src/features/projects/ui/ProjectRepositoryActionsPanel.tsx | desktop/src/features/projects/ui/ProjectRightPanelControls.tsx | desktop/src/features/projects/ui/ProjectSectionHeader.tsx | desktop/src/features/projects/ui/ProjectWorkspaceTabList.tsx | desktop/src/features/projects/ui/ProjectsActivityFeed.tsx | desktop/src/features/projects/ui/ProjectsChannelsList.tsx | desktop/src/features/projects/ui/ProjectsCreateMenu.tsx | desktop/src/features/projects/ui/ProjectsIssuesList.tsx | desktop/src/features/projects/ui/ProjectsOverviewContextSheet.tsx | desktop/src/features/projects/ui/ProjectsOverviewItems.tsx | desktop/src/features/projects/ui/ProjectsOverviewPanel.tsx | desktop/src/features/projects/ui/ProjectsOverviewRail.test.mjs | desktop/src/features/projects/ui/ProjectsOverviewRail.tsx | desktop/src/features/projects/ui/ProjectsPullRequestsList.tsx | desktop/src/features/projects/ui/ProjectsToolbar.tsx | desktop/src/features/projects/ui/ProjectsView.tsx | desktop/src/features/projects/ui/RepositoryCards.tsx | desktop/src/features/projects/ui/projectsOverviewContext.test.mjs | desktop/src/features/projects/ui/projectsOverviewContext.ts | desktop/src/features/projects/ui/projectsSectionMeta.ts | desktop/src/features/projects/ui/useProjectPanelWidths.ts | desktop/src/features/sidebar/lib/sidebarSyncWatermark.ts | desktop/src/features/sidebar/ui/SidebarProjectsSection.tsx | desktop/src/shared/constants/kinds.ts | desktop/src/shared/styles/globals/components.css | desktop/src/shared/ui/TerminalPanelIcon.tsx | desktop/src/shared/ui/assets/drawer-panel-closed-state.svg | desktop/src/shared/ui/assets/drawer-panel-open-state.svg | desktop/src/shared/ui/assets/terminal-closed-state.svg | desktop/src/shared/ui/assets/terminal-open-state.svg | desktop/tests/e2e/project-commit-detail.spec.ts | desktop/tests/e2e/project-pr-review.spec.ts | desktop/tests/e2e/projects-v3-screenshots.spec.ts
da818eddc2f470c006a1073c8c5452f8a989f272,Polish mobile timeline and emoji interactions (#6297),client,conflict or missing prerequisite,26,mobile/ios/Runner/NativeEmojiPickerModel.swift | mobile/ios/Runner/NativeEmojiPickerView.swift | mobile/ios/RunnerTests/RunnerTests.swift | mobile/lib/features/channels/channel_detail_page.dart | mobile/lib/features/channels/channel_detail_page/message_list.dart | mobile/lib/features/channels/channels_page.dart | mobile/lib/features/channels/channels_page/community.dart | mobile/lib/features/channels/emoji_picker.dart | mobile/lib/features/channels/initial_thread_tail_settle.dart | mobile/lib/features/channels/jump_to_latest_button.dart | mobile/lib/features/channels/jump_to_latest_switcher.dart | mobile/lib/features/channels/latest_message_button.dart | mobile/lib/features/channels/message_action_backdrop_state.dart | mobile/lib/features/channels/message_actions.dart | mobile/lib/features/channels/message_actions/message_action_popover.dart | mobile/lib/features/channels/message_actions/message_action_popover_widgets.dart | mobile/lib/features/channels/message_actions/reaction_popover.dart | mobile/lib/features/channels/sticky_date_header.dart | mobile/lib/features/channels/thread_detail_page.dart | mobile/lib/features/channels/thread_detail_page/message_list.dart | mobile/lib/features/channels/thread_detail_page/sticky_date.dart | mobile/test/features/channels/channel_detail_page_test.dart | mobile/test/features/channels/channels_page_test.dart | mobile/test/features/channels/emoji_picker_test.dart | mobile/test/features/channels/jump_to_latest_button_test.dart | mobile/test/features/channels/sticky_date_header_test.dart
a9640c7cc4d55b0a0ac987aab4af02a204009d19,Add Buzz-native collaboration benchmarks (#6264),runtime/auth/data,conflict or missing prerequisite,55,.github/workflows/benchmark-harbor.yml | Justfile | benchmarks/buzz-dataset/README.md | benchmarks/buzz-dataset/create-channel-invite-users/README.md | benchmarks/buzz-dataset/create-channel-invite-users/environment/Dockerfile | benchmarks/buzz-dataset/create-channel-invite-users/instruction.md | benchmarks/buzz-dataset/create-channel-invite-users/task.toml | benchmarks/buzz-dataset/create-channel-invite-users/tests/test.sh | benchmarks/buzz-dataset/create-channel-invite-users/tests/verify.py | benchmarks/buzz-dataset/read-named-path-outside-workspace/README.md | benchmarks/buzz-dataset/read-named-path-outside-workspace/environment/Dockerfile | benchmarks/buzz-dataset/read-named-path-outside-workspace/instruction.md | benchmarks/buzz-dataset/read-named-path-outside-workspace/task.toml | benchmarks/buzz-dataset/read-named-path-outside-workspace/tests/test.sh | benchmarks/buzz-dataset/read-named-path-outside-workspace/tests/verify.py | benchmarks/buzz-dataset/reply-to-thread/README.md | benchmarks/buzz-dataset/reply-to-thread/environment/Dockerfile | benchmarks/buzz-dataset/reply-to-thread/instruction.md | benchmarks/buzz-dataset/reply-to-thread/task.toml | benchmarks/buzz-dataset/reply-to-thread/tests/test.sh | benchmarks/buzz-dataset/reply-to-thread/tests/verify.py | benchmarks/buzz-dataset/user-mention/README.md | benchmarks/buzz-dataset/user-mention/environment/Dockerfile | benchmarks/buzz-dataset/user-mention/instruction.md | benchmarks/buzz-dataset/user-mention/task.toml | benchmarks/buzz-dataset/user-mention/tests/test.sh | benchmarks/buzz-dataset/user-mention/tests/verify.py | benchmarks/harbor-buzz-orchestra/README.md | benchmarks/harbor-buzz-orchestra/manifests/buzz-native-solo-luna.yaml | benchmarks/harbor-buzz-orchestra/manifests/buzz-native-solo-sonnet.yaml | benchmarks/harbor-buzz-orchestra/personas/buzz-native-solo.md | benchmarks/harbor-buzz-orchestra/pyproject.toml | benchmarks/harbor-buzz-orchestra/src/harbor_buzz_orchestra/__init__.py | benchmarks/harbor-buzz-orchestra/src/harbor_buzz_orchestra/agent.py | benchmarks/harbor-buzz-orchestra/src/harbor_buzz_orchestra/container_runtime.py | benchmarks/harbor-buzz-orchestra/src/harbor_buzz_orchestra/evidence.py | benchmarks/harbor-buzz-orchestra/src/harbor_buzz_orchestra/manifest.py | benchmarks/harbor-buzz-orchestra/src/harbor_buzz_orchestra/provisioning.py | benchmarks/harbor-buzz-orchestra/src/harbor_buzz_orchestra/task_fixtures.py | benchmarks/harbor-buzz-orchestra/testbed/endpoints/openai-live.json | benchmarks/harbor-buzz-orchestra/testbed/pyproject.toml | benchmarks/harbor-buzz-orchestra/testbed/src/harbor_buzz_testbed/buzz_cli.py | benchmarks/harbor-buzz-orchestra/testbed/src/harbor_buzz_testbed/provisioner.py | benchmarks/harbor-buzz-orchestra/testbed/tests/test_provisioner_unit.py | benchmarks/harbor-buzz-orchestra/tests/fixtures/transcripts/threaded.json | benchmarks/harbor-buzz-orchestra/tests/fixtures/transcripts/top-level.json | benchmarks/harbor-buzz-orchestra/tests/test_agent.py | benchmarks/harbor-buzz-orchestra/tests/test_container_runtime.py | benchmarks/harbor-buzz-orchestra/tests/test_create_channel_invite_users_verifier.py | benchmarks/harbor-buzz-orchestra/tests/test_evidence.py | benchmarks/harbor-buzz-orchestra/tests/test_manifest.py | benchmarks/harbor-buzz-orchestra/tests/test_read_named_path_outside_workspace_verifier.py | benchmarks/harbor-buzz-orchestra/tests/test_reply_to_thread_verifier.py | benchmarks/harbor-buzz-orchestra/tests/test_user_mention_verifier.py | crates/buzz-cli/src/commands/channels.rs
